incident_id;commande_id;type_incident;gravite
I002560;CMD071440;Autre;Élevée
I002561;CMD026579;Détérioration;Faible
I002562;CMD022241;Autre;Moyenne
I002563;CMD046455;Détérioration;Faible
I002564;CMD015353;Perte;Faible
I002565;CMD054136;Autre;Moyenne
I002566;CMD070052;Autre;Moyenne
I002567;CMD013278;Perte;Moyenne
I002568;CMD066830;Autre;Faible
I002569;CMD091278;Détérioration;Moyenne
I002570;CMD088813;Détérioration;Élevée
I002571;CMD047384;Perte;Faible
I002572;CMD035610;Détérioration;Moyenne
I002573;CMD039849;Retard;Élevée
I002574;CMD040782;Autre;Élevée
I002575;CMD068851;Détérioration;Moyenne
I002576;CMD030718;Détérioration;Faible
I002577;CMD009979;Retard;Moyenne
I002578;CMD066408;Perte;Faible
I002579;CMD058746;Autre;Moyenne
I002580;CMD073071;Perte;Élevée
I002581;CMD083209;Autre;Élevée
I002582;CMD008121;Détérioration;Moyenne
I002583;CMD047208;Perte;Élevée
I002584;CMD087948;Autre;Moyenne
I002585;CMD047343;Autre;Faible
I002586;CMD083094;Perte;Faible
I002587;CMD039840;Autre;Moyenne
I002588;CMD014322;Retard;Élevée
I002589;CMD005142;Retard;Moyenne
I002590;CMD039516;Retard;Élevée
I002591;CMD077799;Perte;Faible
I002592;CMD066234;Perte;Moyenne
I002593;CMD067826;Autre;Élevée
I002594;CMD092985;Perte;Élevée
I002595;CMD006635;Retard;Élevée
I002596;CMD089619;Autre;Élevée
I002597;CMD000782;Détérioration;Élevée
I002598;CMD097971;Perte;Faible
I002599;CMD027815;Autre;Faible
I002600;CMD009457;Autre;Moyenne
I002601;CMD023517;Perte;Moyenne
I002602;CMD066297;Retard;Faible
I002603;CMD006726;Détérioration;Faible
I002604;CMD097814;Retard;Faible
I002605;CMD067128;Détérioration;Élevée
I002606;CMD078636;Autre;Faible
I002607;CMD076441;Détérioration;Faible
I002608;CMD047358;Retard;Élevée
I002609;CMD067131;Détérioration;Faible
I002610;CMD050961;Perte;Moyenne
I002611;CMD041740;Détérioration;Élevée
I002612;CMD021395;Perte;Faible
I002613;CMD066749;Autre;Élevée
I002614;CMD075232;Retard;Moyenne
I002615;CMD098952;Retard;Moyenne
I002616;CMD035691;Détérioration;Élevée
I002617;CMD003195;Perte;Élevée
I002618;CMD099757;Détérioration;Faible
I002619;CMD089292;Détérioration;Élevée
I002620;CMD079760;Retard;Faible
I002621;CMD062453;Perte;Faible
I002622;CMD054816;Détérioration;Moyenne
I002623;CMD086132;Détérioration;Élevée
I002624;CMD091596;Détérioration;Élevée
I002625;CMD062052;Autre;Moyenne
I002626;CMD090681;Détérioration;Élevée
I002627;CMD091598;Détérioration;Faible
I002628;CMD069973;Retard;Élevée
I002629;CMD082799;Perte;Moyenne
I002630;CMD017908;Autre;Moyenne
I002631;CMD057551;Perte;Faible
I002632;CMD086807;Détérioration;Élevée
I002633;CMD003813;Autre;Élevée
I002634;CMD020404;Détérioration;Moyenne
I002635;CMD019710;Autre;Élevée
I002636;CMD035961;Détérioration;Élevée
I002637;CMD064825;Autre;Élevée
I002638;CMD022689;Retard;Faible
I002639;CMD001384;Autre;Élevée
I002640;CMD087014;Perte;Faible
I002641;CMD029968;Retard;Élevée
I002642;CMD061732;Autre;Élevée
I002643;CMD093679;Perte;Faible
I002644;CMD061570;Perte;Faible
I002645;CMD080458;Perte;Moyenne
I002646;CMD023005;Retard;Faible
I002647;CMD072610;Autre;Faible
I002648;CMD040592;Détérioration;Élevée
I002649;CMD062235;Perte;Faible
I002650;CMD054684;Détérioration;Élevée
I002651;CMD067019;Perte;Moyenne
I002652;CMD031471;Retard;Faible
I002653;CMD002862;Détérioration;Faible
I002654;CMD038773;Détérioration;Faible
I002655;CMD036445;Détérioration;Faible
I002656;CMD095919;Détérioration;Faible
I002657;CMD046933;Autre;Élevée
I002658;CMD047396;Autre;Faible
I002659;CMD078121;Perte;Élevée
I002660;CMD023778;Détérioration;Faible
I002661;CMD090310;Retard;Élevée
I002662;CMD016953;Détérioration;Faible
I002663;CMD036361;Autre;Élevée
I002664;CMD048323;Autre;Élevée
I002665;CMD074311;Perte;Faible
I002666;CMD084361;Autre;Faible
I002667;CMD081321;Retard;Élevée
I002668;CMD026157;Détérioration;Faible
I002669;CMD074599;Détérioration;Élevée
I002670;CMD065248;Autre;Élevée
I002671;CMD082783;Détérioration;Faible
I002672;CMD083342;Détérioration;Faible
I002673;CMD012402;Perte;Faible
I002674;CMD056028;Perte;Élevée
I002675;CMD078377;Perte;Faible
I002676;CMD026291;Autre;Faible
I002677;CMD068406;Retard;Élevée
I002678;CMD010592;Détérioration;Élevée
I002679;CMD062810;Perte;Faible
I002680;CMD008015;Autre;Moyenne
I002681;CMD069884;Perte;Élevée
I002682;CMD024481;Retard;Moyenne
I002683;CMD069092;Autre;Élevée
I002684;CMD081192;Autre;Élevée
I002685;CMD086637;Autre;Élevée
I002686;CMD093761;Retard;Élevée
I002687;CMD056792;Détérioration;Élevée
I002688;CMD022368;Autre;Élevée
I002689;CMD082893;Autre;Faible
I002690;CMD073928;Retard;Moyenne
I002691;CMD021405;Détérioration;Faible
I002692;CMD036734;Perte;Élevée
I002693;CMD092330;Perte;Moyenne
I002694;CMD082568;Perte;Faible
I002695;CMD008859;Perte;Moyenne
I002696;CMD016918;Autre;Élevée
I002697;CMD050830;Détérioration;Élevée
I002698;CMD043339;Autre;Faible
I002699;CMD049921;Retard;Faible
I002700;CMD080868;Perte;Moyenne
I002701;CMD072930;Perte;Faible
I002702;CMD043627;Retard;Faible
I002703;CMD058943;Perte;Moyenne
I002704;CMD070365;Retard;Moyenne
I002705;CMD097305;Perte;Élevée
I002706;CMD085771;Détérioration;Faible
I002707;CMD032512;Détérioration;Moyenne
I002708;CMD067889;Perte;Faible
I002709;CMD014317;Retard;Faible
I002710;CMD031653;Retard;Faible
I002711;CMD016068;Retard;Faible
I002712;CMD037373;Perte;Élevée
I002713;CMD053941;Autre;Moyenne
I002714;CMD070083;Retard;Élevée
I002715;CMD062040;Perte;Moyenne
I002716;CMD094582;Autre;Élevée
I002717;CMD035210;Détérioration;Élevée
I002718;CMD010988;Retard;Élevée
I002719;CMD000907;Autre;Faible
I002720;CMD082007;Retard;Moyenne
I002721;CMD026091;Retard;Faible
I002722;CMD087700;Détérioration;Faible
I002723;CMD026174;Autre;Moyenne
I002724;CMD028769;Détérioration;Faible
I002725;CMD067971;Perte;Faible
I002726;CMD050821;Autre;Faible
I002727;CMD005701;Détérioration;Faible
I002728;CMD010443;Autre;Faible
I002729;CMD022976;Perte;Élevée
I002730;CMD032132;Autre;Faible
I002731;CMD075223;Retard;Élevée
I002732;CMD052241;Retard;Faible
I002733;CMD028221;Retard;Moyenne
I002734;CMD011256;Détérioration;Moyenne
I002735;CMD047537;Autre;Élevée
I002736;CMD012396;Perte;Élevée
I002737;CMD098917;Retard;Moyenne
I002738;CMD070060;Retard;Élevée
I002739;CMD052148;Retard;Élevée
I002740;CMD001563;Perte;Élevée
I002741;CMD061268;Autre;Élevée
I002742;CMD041120;Retard;Moyenne
I002743;CMD066498;Autre;Moyenne
I002744;CMD000025;Retard;Moyenne
I002745;CMD048674;Détérioration;Faible
I002746;CMD043060;Détérioration;Moyenne
I002747;CMD036485;Retard;Faible
I002748;CMD046694;Retard;Élevée
I002749;CMD004728;Perte;Faible
I002750;CMD009481;Retard;Élevée
I002751;CMD074521;Retard;Faible
I002752;CMD053409;Retard;Élevée
I002753;CMD012226;Autre;Faible
I002754;CMD028835;Retard;Élevée
I002755;CMD027776;Perte;Élevée
I002756;CMD048812;Détérioration;Faible
I002757;CMD019712;Autre;Élevée
I002758;CMD050205;Détérioration;Faible
I002759;CMD030665;Perte;Faible
I002760;CMD005905;Perte;Élevée
I002761;CMD095620;Autre;Faible
I002762;CMD042309;Retard;Faible
I002763;CMD023113;Autre;Élevée
I002764;CMD091613;Autre;Élevée
I002765;CMD014430;Autre;Moyenne
I002766;CMD042966;Perte;Moyenne
I002767;CMD095239;Détérioration;Moyenne
I002768;CMD066383;Détérioration;Moyenne
I002769;CMD019408;Retard;Élevée
I002770;CMD019044;Autre;Élevée
I002771;CMD093449;Perte;Moyenne
I002772;CMD006155;Détérioration;Élevée
I002773;CMD055244;Retard;Faible
I002774;CMD028143;Retard;Faible
I002775;CMD036799;Retard;Élevée
I002776;CMD068194;Retard;Moyenne
I002777;CMD074128;Détérioration;Moyenne
I002778;CMD041563;Perte;Faible
I002779;CMD047639;Retard;Faible
I002780;CMD080793;Retard;Moyenne
I002781;CMD005313;Autre;Élevée
I002782;CMD068877;Perte;Faible
I002783;CMD002363;Autre;Faible
I002784;CMD014219;Détérioration;Moyenne
I002785;CMD074549;Détérioration;Faible
I002786;CMD048812;Détérioration;Faible
I002787;CMD027745;Perte;Moyenne
I002788;CMD018412;Autre;Moyenne
I002789;CMD037410;Détérioration;Faible
I002790;CMD087020;Détérioration;Faible
I002791;CMD065945;Détérioration;Moyenne
I002792;CMD053892;Autre;Faible
I002793;CMD012331;Perte;Faible
I002794;CMD093456;Détérioration;Faible
I002795;CMD066814;Retard;Moyenne
I002796;CMD044563;Autre;Faible
I002797;CMD064651;Retard;Élevée
I002798;CMD010717;Autre;Élevée
I002799;CMD014637;Retard;Moyenne
I002800;CMD070987;Retard;Moyenne
I002801;CMD042021;Autre;Moyenne
I002802;CMD050590;Autre;Élevée
I002803;CMD063829;Détérioration;Moyenne
I002804;CMD076442;Perte;Élevée
I002805;CMD015823;Retard;Élevée
I002806;CMD065083;Perte;Élevée
I002807;CMD081208;Détérioration;Moyenne
I002808;CMD009704;Détérioration;Élevée
I002809;CMD046128;Perte;Moyenne
I002810;CMD078116;Détérioration;Faible
I002811;CMD021729;Détérioration;Élevée
I002812;CMD058422;Autre;Élevée
I002813;CMD032628;Perte;Moyenne
I002814;CMD001450;Retard;Élevée
I002815;CMD027651;Retard;Élevée
I002816;CMD000724;Détérioration;Faible
I002817;CMD037999;Retard;Élevée
I002818;CMD039794;Perte;Moyenne
I002819;CMD054137;Perte;Moyenne
I002820;CMD023980;Perte;Moyenne
I002821;CMD015598;Retard;Élevée
I002822;CMD016051;Autre;Faible
I002823;CMD068290;Perte;Faible
I002824;CMD067581;Détérioration;Faible
I002825;CMD057039;Retard;Élevée
I002826;CMD095208;Retard;Élevée
I002827;CMD070702;Perte;Élevée
I002828;CMD088499;Retard;Faible
I002829;CMD087919;Perte;Faible
I002830;CMD037603;Retard;Faible
I002831;CMD007084;Autre;Élevée
I002832;CMD091757;Perte;Moyenne
I002833;CMD034099;Détérioration;Moyenne
I002834;CMD081559;Retard;Élevée
I002835;CMD026324;Autre;Élevée
I002836;CMD028775;Autre;Élevée
I002837;CMD068392;Autre;Moyenne
I002838;CMD096395;Perte;Élevée
I002839;CMD003449;Autre;Moyenne
I002840;CMD073539;Autre;Moyenne
I002841;CMD081814;Autre;Élevée
I002842;CMD095028;Autre;Moyenne
I002843;CMD007709;Détérioration;Élevée
I002844;CMD031709;Détérioration;Faible
I002845;CMD046080;Perte;Élevée
I002846;CMD081676;Autre;Moyenne
I002847;CMD040958;Retard;Élevée
I002848;CMD053162;Autre;Faible
I002849;CMD080593;Perte;Élevée
I002850;CMD036284;Autre;Élevée
I002851;CMD069562;Détérioration;Moyenne
I002852;CMD076018;Retard;Élevée
I002853;CMD013191;Détérioration;Faible
I002854;CMD007237;Détérioration;Élevée
I002855;CMD075352;Détérioration;Élevée
I002856;CMD064454;Perte;Faible
I002857;CMD098464;Retard;Élevée
I002858;CMD035395;Retard;Élevée
I002859;CMD015032;Perte;Moyenne
I002860;CMD030781;Retard;Faible
I002861;CMD010707;Retard;Élevée
I002862;CMD080242;Détérioration;Faible
I002863;CMD091938;Détérioration;Faible
I002864;CMD086532;Détérioration;Élevée
I002865;CMD042429;Détérioration;Élevée
I002866;CMD069394;Perte;Moyenne
I002867;CMD071803;Détérioration;Élevée
I002868;CMD077750;Perte;Élevée
I002869;CMD093262;Retard;Faible
I002870;CMD097498;Retard;Faible
I002871;CMD029973;Autre;Élevée
I002872;CMD080376;Retard;Faible
I002873;CMD031637;Retard;Faible
I002874;CMD019863;Détérioration;Élevée
I002875;CMD026331;Autre;Moyenne
I002876;CMD047874;Perte;Faible
I002877;CMD073480;Autre;Faible
I002878;CMD024836;Perte;Faible
I002879;CMD012128;Détérioration;Moyenne
I002880;CMD029406;Retard;Élevée
I002881;CMD050361;Perte;Faible
I002882;CMD066692;Détérioration;Faible
I002883;CMD087994;Perte;Moyenne
I002884;CMD000116;Perte;Faible
I002885;CMD074896;Perte;Faible
I002886;CMD039263;Perte;Faible
I002887;CMD086618;Détérioration;Élevée
I002888;CMD078294;Détérioration;Faible
I002889;CMD012005;Détérioration;Élevée
I002890;CMD064317;Autre;Élevée
I002891;CMD034425;Autre;Moyenne
I002892;CMD031085;Autre;Moyenne
I002893;CMD062033;Autre;Faible
I002894;CMD050238;Perte;Faible
I002895;CMD063456;Perte;Moyenne
I002896;CMD095653;Retard;Élevée
I002897;CMD024723;Détérioration;Élevée
I002898;CMD030613;Perte;Faible
I002899;CMD030632;Perte;Moyenne
I002900;CMD081214;Détérioration;Faible
I002901;CMD025764;Détérioration;Élevée
I002902;CMD066941;Autre;Moyenne
I002903;CMD026086;Perte;Faible
I002904;CMD002702;Autre;Élevée
I002905;CMD087433;Retard;Élevée
I002906;CMD035252;Détérioration;Moyenne
I002907;CMD044934;Perte;Moyenne
I002908;CMD087930;Autre;Élevée
I002909;CMD067577;Détérioration;Moyenne
I002910;CMD082943;Perte;Faible
I002911;CMD042427;Retard;Élevée
I002912;CMD005020;Autre;Élevée
I002913;CMD073451;Perte;Moyenne
I002914;CMD015334;Autre;Élevée
I002915;CMD070953;Retard;Élevée
I002916;CMD001106;Détérioration;Élevée
I002917;CMD081931;Détérioration;Faible
I002918;CMD058286;Détérioration;Moyenne
I002919;CMD094636;Détérioration;Élevée
I002920;CMD017263;Autre;Faible
I002921;CMD037864;Perte;Moyenne
I002922;CMD070314;Détérioration;Faible
I002923;CMD085747;Perte;Moyenne
I002924;CMD044237;Perte;Élevée
I002925;CMD057988;Retard;Moyenne
I002926;CMD030767;Retard;Moyenne
I002927;CMD055716;Perte;Élevée
I002928;CMD058468;Autre;Élevée
I002929;CMD041674;Autre;Faible
I002930;CMD024559;Autre;Faible
I002931;CMD066754;Perte;Faible
I002932;CMD079777;Perte;Faible
I002933;CMD095957;Autre;Élevée
I002934;CMD070798;Détérioration;Faible
I002935;CMD034626;Perte;Faible
I002936;CMD019274;Retard;Élevée
I002937;CMD050917;Perte;Élevée
I002938;CMD009541;Perte;Moyenne
I002939;CMD072844;Perte;Faible
I002940;CMD094634;Détérioration;Moyenne
I002941;CMD005716;Détérioration;Faible
I002942;CMD078553;Perte;Moyenne
I002943;CMD078527;Perte;Faible
I002944;CMD053337;Perte;Faible
I002945;CMD025815;Perte;Moyenne
I002946;CMD047248;Autre;Moyenne
I002947;CMD004957;Autre;Élevée
I002948;CMD057555;Retard;Faible
I002949;CMD028245;Détérioration;Élevée
I002950;CMD003977;Perte;Faible
I002951;CMD018895;Retard;Moyenne
I002952;CMD026387;Autre;Moyenne
I002953;CMD005517;Perte;Faible
I002954;CMD082871;Autre;Élevée
I002955;CMD045651;Autre;Élevée
I002956;CMD065400;Perte;Faible
I002957;CMD084012;Détérioration;Élevée
I002958;CMD030986;Perte;Élevée
I002959;CMD024146;Détérioration;Faible
I002960;CMD020290;Perte;Élevée
I002961;CMD070497;Autre;Élevée
I002962;CMD052275;Retard;Moyenne
I002963;CMD027768;Perte;Faible
I002964;CMD060885;Autre;Élevée
I002965;CMD043483;Détérioration;Élevée
I002966;CMD044144;Perte;Moyenne
I002967;CMD092765;Retard;Faible
I002968;CMD092801;Perte;Moyenne
I002969;CMD086843;Détérioration;Faible
I002970;CMD017040;Retard;Faible
I002971;CMD024106;Détérioration;Élevée
I002972;CMD099506;Détérioration;Élevée
I002973;CMD085667;Détérioration;Moyenne
I002974;CMD028480;Perte;Faible
I002975;CMD097723;Retard;Moyenne
I002976;CMD095603;Retard;Faible
I002977;CMD006042;Détérioration;Faible
I002978;CMD057429;Détérioration;Élevée
I002979;CMD041277;Retard;Faible
I002980;CMD076504;Autre;Élevée
I002981;CMD018608;Retard;Moyenne
I002982;CMD082398;Retard;Élevée
I002983;CMD099899;Retard;Faible
I002984;CMD008250;Perte;Élevée
I002985;CMD009740;Perte;Moyenne
I002986;CMD031033;Perte;Moyenne
I002987;CMD056249;Autre;Élevée
I002988;CMD055980;Perte;Moyenne
I002989;CMD065931;Autre;Moyenne
I002990;CMD027269;Retard;Élevée
I002991;CMD068630;Retard;Moyenne
I002992;CMD033798;Retard;Élevée
I002993;CMD042291;Détérioration;Élevée
I002994;CMD061927;Détérioration;Moyenne
I002995;CMD002646;Perte;Moyenne
I002996;CMD018385;Autre;Élevée
I002997;CMD030772;Détérioration;Élevée
I002998;CMD046004;Perte;Moyenne
I002999;CMD034865;Autre;Élevée
I003000;CMD024973;Perte;Faible
I003001;CMD046898;Autre;Moyenne
I003002;CMD014727;Détérioration;Élevée
I003003;CMD048049;Autre;Moyenne
I003004;CMD057199;Perte;Faible
I003005;CMD006109;Retard;Faible
I003006;CMD010861;Retard;Élevée
I003007;CMD099148;Autre;Moyenne
I003008;CMD023226;Retard;Faible
I003009;CMD070782;Autre;Faible
I003010;CMD068198;Retard;Faible
I003011;CMD000090;Perte;Moyenne
I003012;CMD080515;Autre;Faible
I003013;CMD040793;Autre;Moyenne
I003014;CMD074415;Autre;Faible
I003015;CMD010700;Autre;Moyenne
I003016;CMD073224;Autre;Élevée
I003017;CMD029102;Retard;Faible
I003018;CMD049112;Détérioration;Élevée
I003019;CMD056634;Détérioration;Élevée
I003020;CMD040621;Détérioration;Élevée
I003021;CMD080627;Retard;Élevée
I003022;CMD026038;Autre;Élevée
I003023;CMD049471;Autre;Moyenne
I003024;CMD054219;Perte;Élevée
I003025;CMD092331;Autre;Élevée
I003026;CMD047036;Détérioration;Élevée
I003027;CMD077014;Retard;Élevée
I003028;CMD009836;Retard;Élevée
I003029;CMD099041;Retard;Élevée
I003030;CMD073804;Autre;Moyenne
I003031;CMD099275;Autre;Élevée
I003032;CMD070779;Autre;Moyenne
I003033;CMD027564;Détérioration;Élevée
I003034;CMD060991;Autre;Moyenne
I003035;CMD091845;Perte;Élevée
I003036;CMD091345;Autre;Faible
I003037;CMD067112;Perte;Moyenne
I003038;CMD014844;Détérioration;Moyenne
I003039;CMD041419;Retard;Faible
I003040;CMD092293;Perte;Moyenne
I003041;CMD015518;Détérioration;Faible
I003042;CMD094363;Perte;Moyenne
I003043;CMD035781;Autre;Élevée
I003044;CMD043031;Autre;Élevée
I003045;CMD052170;Perte;Moyenne
I003046;CMD007627;Perte;Élevée
I003047;CMD095742;Détérioration;Élevée
I003048;CMD098468;Retard;Faible
I003049;CMD003922;Autre;Faible
I003050;CMD006700;Autre;Élevée
I003051;CMD066957;Retard;Moyenne
I003052;CMD026339;Autre;Moyenne
I003053;CMD051464;Autre;Élevée
I003054;CMD045154;Détérioration;Faible
I003055;CMD038578;Perte;Moyenne
I003056;CMD070527;Retard;Moyenne
I003057;CMD022126;Détérioration;Moyenne
I003058;CMD019081;Autre;Moyenne
I003059;CMD090274;Détérioration;Faible
I003060;CMD059066;Détérioration;Élevée
I003061;CMD089968;Retard;Moyenne
I003062;CMD048023;Autre;Faible
I003063;CMD029333;Détérioration;Moyenne
I003064;CMD042639;Retard;Faible
I003065;CMD039367;Autre;Faible
I003066;CMD081389;Autre;Élevée
I003067;CMD017619;Perte;Moyenne
I003068;CMD076801;Perte;Moyenne
I003069;CMD028008;Retard;Élevée
I003070;CMD039367;Détérioration;Élevée
I003071;CMD052494;Perte;Moyenne
I003072;CMD092656;Retard;Moyenne
I003073;CMD087823;Retard;Faible
I003074;CMD074933;Retard;Faible
I003075;CMD085594;Perte;Élevée
I003076;CMD020602;Retard;Élevée
I003077;CMD036128;Autre;Élevée
I003078;CMD056422;Autre;Élevée
I003079;CMD087067;Autre;Faible
I003080;CMD085574;Autre;Moyenne
I003081;CMD015688;Détérioration;Moyenne
I003082;CMD053250;Retard;Moyenne
I003083;CMD080837;Détérioration;Moyenne
I003084;CMD076201;Autre;Moyenne
I003085;CMD062535;Perte;Moyenne
I003086;CMD028136;Autre;Élevée
I003087;CMD001886;Autre;Faible
I003088;CMD038460;Détérioration;Moyenne
I003089;CMD040644;Autre;Moyenne
I003090;CMD037740;Autre;Faible
I003091;CMD090948;Retard;Faible
I003092;CMD056336;Perte;Élevée
I003093;CMD058446;Autre;Élevée
I003094;CMD071265;Détérioration;Élevée
I003095;CMD040940;Détérioration;Élevée
I003096;CMD009060;Perte;Faible
I003097;CMD008624;Détérioration;Moyenne
I003098;CMD061192;Retard;Faible
I003099;CMD082144;Autre;Élevée
I003100;CMD084632;Détérioration;Élevée
I003101;CMD053337;Autre;Faible
I003102;CMD021937;Autre;Moyenne
I003103;CMD021955;Détérioration;Élevée
I003104;CMD058001;Détérioration;Moyenne
I003105;CMD014654;Perte;Élevée
I003106;CMD020812;Retard;Élevée
I003107;CMD037344;Autre;Élevée
I003108;CMD018290;Perte;Faible
I003109;CMD004972;Détérioration;Moyenne
I003110;CMD004109;Autre;Moyenne
I003111;CMD066074;Détérioration;Faible
I003112;CMD085020;Retard;Moyenne
I003113;CMD038164;Retard;Faible
I003114;CMD022245;Autre;Moyenne
I003115;CMD052788;Autre;Élevée
I003116;CMD067664;Détérioration;Élevée
I003117;CMD008515;Retard;Élevée
I003118;CMD049360;Perte;Élevée
I003119;CMD055687;Détérioration;Élevée
I003120;CMD079431;Autre;Faible
I003121;CMD010341;Perte;Faible
I003122;CMD060419;Perte;Élevée
I003123;CMD058060;Perte;Élevée
I003124;CMD062917;Perte;Faible
I003125;CMD068879;Détérioration;Faible
I003126;CMD025679;Retard;Élevée
I003127;CMD018394;Perte;Faible
I003128;CMD041292;Détérioration;Faible
I003129;CMD019298;Retard;Élevée
I003130;CMD061297;Détérioration;Moyenne
I003131;CMD060744;Retard;Élevée
I003132;CMD093254;Détérioration;Moyenne
I003133;CMD074670;Autre;Faible
I003134;CMD011606;Détérioration;Élevée
I003135;CMD014351;Perte;Élevée
I003136;CMD006311;Retard;Faible
I003137;CMD059571;Retard;Moyenne
I003138;CMD024636;Perte;Élevée
I003139;CMD070952;Détérioration;Élevée
I003140;CMD080051;Autre;Élevée
I003141;CMD048704;Retard;Faible
I003142;CMD026451;Retard;Moyenne
I003143;CMD000611;Perte;Moyenne
I003144;CMD067248;Autre;Moyenne
I003145;CMD020020;Détérioration;Élevée
I003146;CMD049814;Retard;Élevée
I003147;CMD062701;Détérioration;Élevée
I003148;CMD032056;Perte;Moyenne
I003149;CMD077464;Détérioration;Moyenne
I003150;CMD026509;Retard;Moyenne
I003151;CMD089048;Perte;Élevée
I003152;CMD037080;Détérioration;Moyenne
I003153;CMD017348;Détérioration;Élevée
I003154;CMD053403;Retard;Élevée
I003155;CMD088932;Perte;Faible
I003156;CMD065085;Détérioration;Moyenne
I003157;CMD059155;Perte;Élevée
I003158;CMD049369;Retard;Élevée
I003159;CMD042637;Détérioration;Moyenne
I003160;CMD017052;Détérioration;Faible
I003161;CMD068296;Perte;Élevée
I003162;CMD004714;Détérioration;Élevée
I003163;CMD084670;Perte;Élevée
I003164;CMD030183;Autre;Faible
I003165;CMD032198;Retard;Élevée
I003166;CMD046817;Retard;Faible
I003167;CMD032903;Détérioration;Élevée
I003168;CMD054341;Retard;Faible
I003169;CMD078744;Autre;Élevée
I003170;CMD049604;Perte;Moyenne
I003171;CMD083008;Autre;Moyenne
I003172;CMD053084;Détérioration;Faible
I003173;CMD035713;Autre;Élevée
I003174;CMD052326;Perte;Faible
I003175;CMD084691;Retard;Élevée
I003176;CMD042905;Autre;Faible
I003177;CMD063502;Autre;Moyenne
I003178;CMD029989;Autre;Moyenne
I003179;CMD066128;Détérioration;Moyenne
I003180;CMD038752;Autre;Moyenne
I003181;CMD042634;Perte;Faible
I003182;CMD066962;Détérioration;Moyenne
I003183;CMD034341;Détérioration;Élevée
I003184;CMD001652;Détérioration;Élevée
I003185;CMD052427;Autre;Faible
I003186;CMD085228;Détérioration;Faible
I003187;CMD046721;Perte;Élevée
I003188;CMD056522;Perte;Moyenne
I003189;CMD053569;Détérioration;Faible
I003190;CMD055111;Perte;Élevée
I003191;CMD055560;Retard;Faible
I003192;CMD044164;Autre;Élevée
I003193;CMD046781;Détérioration;Moyenne
I003194;CMD060463;Perte;Moyenne
I003195;CMD054361;Perte;Élevée
I003196;CMD020374;Autre;Faible
I003197;CMD036414;Perte;Moyenne
I003198;CMD054513;Autre;Faible
I003199;CMD001931;Retard;Moyenne
I003200;CMD013508;Perte;Élevée
I003201;CMD031228;Perte;Faible
I003202;CMD094905;Perte;Élevée
I003203;CMD017712;Retard;Moyenne
I003204;CMD094856;Détérioration;Moyenne
I003205;CMD006809;Détérioration;Moyenne
I003206;CMD039623;Détérioration;Moyenne
I003207;CMD053228;Perte;Élevée
I003208;CMD022819;Autre;Moyenne
I003209;CMD091919;Retard;Moyenne
I003210;CMD095178;Autre;Élevée
I003211;CMD017051;Détérioration;Élevée
I003212;CMD053079;Autre;Faible
I003213;CMD023265;Autre;Moyenne
I003214;CMD032005;Détérioration;Élevée
I003215;CMD085022;Perte;Moyenne
I003216;CMD015734;Autre;Faible
I003217;CMD061895;Détérioration;Moyenne
I003218;CMD034954;Détérioration;Moyenne
I003219;CMD011845;Autre;Élevée
I003220;CMD065751;Retard;Élevée
I003221;CMD012420;Perte;Élevée
I003222;CMD064618;Autre;Faible
I003223;CMD047411;Perte;Élevée
I003224;CMD020634;Perte;Faible
I003225;CMD076421;Retard;Moyenne
I003226;CMD004219;Retard;Élevée
I003227;CMD042285;Retard;Faible
I003228;CMD018484;Autre;Élevée
I003229;CMD007568;Perte;Faible
I003230;CMD028611;Détérioration;Moyenne
I003231;CMD057760;Perte;Élevée
I003232;CMD086885;Autre;Élevée
I003233;CMD070171;Détérioration;Faible
I003234;CMD014241;Détérioration;Élevée
I003235;CMD046359;Détérioration;Moyenne
I003236;CMD061468;Détérioration;Moyenne
I003237;CMD022233;Autre;Moyenne
I003238;CMD061688;Retard;Moyenne
I003239;CMD044800;Retard;Moyenne
I003240;CMD044240;Détérioration;Moyenne
I003241;CMD040608;Retard;Élevée
I003242;CMD032239;Perte;Faible
I003243;CMD004303;Perte;Faible
I003244;CMD095445;Autre;Moyenne
I003245;CMD087877;Autre;Moyenne
I003246;CMD018471;Perte;Élevée
I003247;CMD014756;Retard;Faible
I003248;CMD038504;Retard;Faible
I003249;CMD099140;Détérioration;Élevée
I003250;CMD092827;Retard;Élevée
I003251;CMD069113;Retard;Moyenne
I003252;CMD063732;Autre;Moyenne
I003253;CMD057363;Retard;Moyenne
I003254;CMD054972;Retard;Moyenne
I003255;CMD037410;Perte;Élevée
I003256;CMD009145;Détérioration;Moyenne
I003257;CMD065425;Autre;Faible
I003258;CMD021611;Autre;Moyenne
I003259;CMD029443;Détérioration;Moyenne
I003260;CMD041109;Détérioration;Moyenne
I003261;CMD073949;Détérioration;Faible
I003262;CMD043287;Retard;Élevée
I003263;CMD020267;Détérioration;Faible
I003264;CMD090008;Retard;Moyenne
I003265;CMD053178;Retard;Élevée
I003266;CMD083340;Détérioration;Faible
I003267;CMD085658;Perte;Faible
I003268;CMD042194;Retard;Élevée
I003269;CMD084912;Retard;Élevée
I003270;CMD034673;Retard;Moyenne
I003271;CMD050876;Retard;Élevée
I003272;CMD060359;Perte;Moyenne
I003273;CMD072096;Retard;Moyenne
I003274;CMD049310;Détérioration;Moyenne
I003275;CMD041560;Autre;Moyenne
